domain,salePriceUsd,saleDate,venue,tld,category,wordCount,charLength,source
BKW.at,6954,2026-05-24,Nameshift,.at,short,1,3,DNJournal May 11-24 2026 report
BKW.fr,6380,2026-05-24,Nameshift,.fr,short,1,3,DNJournal May 11-24 2026 report
YouVsYou.de,5881,2026-05-24,Sedo,.de,brand,1,8,DNJournal May 11-24 2026 report
GDI.es,5568,2026-05-24,Sedo,.es,short,1,3,DNJournal May 11-24 2026 report
Calixte.fr,5394,2026-05-24,Sedo,.fr,brand,1,7,DNJournal May 11-24 2026 report
mistr.ai,4640,2026-05-24,Sedo,.ai,brand,1,5,DNJournal May 11-24 2026 report
savar.eu,4524,2026-05-24,Sedo,.eu,brand,1,5,DNJournal May 11-24 2026 report
niscon.de,4407,2026-05-24,Sedo,.de,brand,1,6,DNJournal May 11-24 2026 report
rsu.es,4060,2026-05-24,Sedo,.es,short,1,3,DNJournal May 11-24 2026 report
shadowhawk.de,4059,2026-05-24,Sedo,.de,brand,1,10,DNJournal May 11-24 2026 report
booku.eu,3828,2026-05-24,Sedo,.eu,brand,1,5,DNJournal May 11-24 2026 report
absorber.eu,3596,2026-05-24,Sedo,.eu,brand,1,8,DNJournal May 11-24 2026 report
ai-ready.de,3483,2026-05-24,Sedo,.de,ai,1,8,DNJournal May 11-24 2026 report
fitshop.ae,3480,2026-05-24,Sedo,.ae,commerce,1,7,DNJournal May 11-24 2026 report
phonehero.gr,3480,2026-05-24,Sedo,.gr,brand,1,9,DNJournal May 11-24 2026 report
alemedia.de,3479,2026-05-24,Sedo,.de,brand,1,8,DNJournal May 11-24 2026 report
incourt.de,3479,2026-05-24,Sedo,.de,legal,1,7,DNJournal May 11-24 2026 report
vvvv.ch,3474,2026-05-24,Sedo,.ch,short,1,4,DNJournal May 11-24 2026 report
launchdarkly.eu,3399,2026-05-24,Sedo,.eu,brand,1,12,DNJournal May 11-24 2026 report
hesky.de,3301,2026-05-24,Sedo,.de,brand,1,5,DNJournal May 11-24 2026 report
giusti.cn,3190,2026-05-24,Sedo,.cn,brand,1,6,DNJournal May 11-24 2026 report
valsport.de,3189,2026-05-24,Sedo,.de,brand,1,8,DNJournal May 11-24 2026 report
baiko.fr,3074,2026-05-24,Sedo,.fr,ai,1,5,DNJournal May 11-24 2026 report
deseo.fr,3074,2026-05-24,Sedo,.fr,brand,1,5,DNJournal May 11-24 2026 report
flexoclean.de,2900,2026-05-24,Sedo,.de,brand,1,10,DNJournal May 11-24 2026 report
primecars.de,2900,2026-05-24,Sedo,.de,brand,1,9,DNJournal May 11-24 2026 report
dnae.de,2899,2026-05-24,Sedo,.de,short,1,4,DNJournal May 11-24 2026 report
listicles.de,2899,2026-05-24,Sedo,.de,brand,1,9,DNJournal May 11-24 2026 report
guilds.eu,2886,2026-05-24,Sedo,.eu,brand,1,6,DNJournal May 11-24 2026 report
enerstore.de,2761,2026-05-24,Sedo,.de,brand,1,9,DNJournal May 11-24 2026 report
voxing.de,2761,2026-05-24,Sedo,.de,brand,1,6,DNJournal May 11-24 2026 report
azpack.eu,2610,2026-05-24,Sedo,.eu,brand,1,6,DNJournal May 11-24 2026 report
decorationdenoel.fr,2552,2026-05-24,Sedo,.fr,brand,1,16,DNJournal May 11-24 2026 report
per.se,2552,2026-05-24,Sedo,.se,short,1,3,DNJournal May 11-24 2026 report
player.id,2500,2026-05-24,Sedo,.id,brand,1,6,DNJournal May 11-24 2026 report
equinoxe.io,2450,2026-05-24,Sedo,.io,brand,1,8,DNJournal May 11-24 2026 report
autobatterien.de,2320,2026-05-24,Sedo,.de,brand,1,13,DNJournal May 11-24 2026 report
hgv.ch,2320,2026-05-24,Sedo,.ch,short,1,3,DNJournal May 11-24 2026 report
Biko.de,3248,2026-05-24,Nameshift,.de,short,1,4,DNJournal May 11-24 2026 report
BKW.it,2900,2026-05-24,Nameshift,.it,short,1,3,DNJournal May 11-24 2026 report
lucet.de,2900,2026-05-24,Nameshift,.de,brand,1,5,DNJournal May 11-24 2026 report
neway.eu,2320,2026-05-24,Nameshift,.eu,brand,1,5,DNJournal May 11-24 2026 report
verhoef.nl,2082,2026-05-24,Nameshift,.nl,brand,1,7,DNJournal May 11-24 2026 report
monde.nl,2030,2026-05-24,Nameshift,.nl,brand,1,5,DNJournal May 11-24 2026 report
china.fr,1740,2026-05-24,Nameshift,.fr,geo,1,5,DNJournal May 11-24 2026 report
homedesign.fr,1740,2026-05-24,Nameshift,.fr,brand,1,10,DNJournal May 11-24 2026 report
karlsson.nl,1739,2026-05-24,Nameshift,.nl,brand,1,8,DNJournal May 11-24 2026 report
emdee.nl,1734,2026-05-24,Nameshift,.nl,brand,1,5,DNJournal May 11-24 2026 report
sportstadion.nl,1508,2026-05-24,Nameshift,.nl,brand,1,12,DNJournal May 11-24 2026 report
Key.si,1392,2026-05-24,Nameshift,.si,short,1,3,DNJournal May 11-24 2026 report
liek.nl,1392,2026-05-24,Nameshift,.nl,short,1,4,DNJournal May 11-24 2026 report
gardens.se,1386,2026-05-24,Nameshift,.se,brand,1,7,DNJournal May 11-24 2026 report
chamber.ch,1160,2026-05-24,Nameshift,.ch,brand,1,7,DNJournal May 11-24 2026 report
dames.nl,1160,2026-05-24,Nameshift,.nl,brand,1,5,DNJournal May 11-24 2026 report
ecotec.nl,1160,2026-05-24,Nameshift,.nl,brand,1,6,DNJournal May 11-24 2026 report
friedel.ch,1159,2026-05-24,Nameshift,.ch,brand,1,7,DNJournal May 11-24 2026 report
caractere.nl,1154,2026-05-24,Nameshift,.nl,brand,1,9,DNJournal May 11-24 2026 report
sijl.nl,1154,2026-05-24,Nameshift,.nl,short,1,4,DNJournal May 11-24 2026 report
liberate.se,1044,2026-05-24,Nameshift,.se,brand,1,8,DNJournal May 11-24 2026 report
vair.nl,1043,2026-05-24,Nameshift,.nl,ai,1,4,DNJournal May 11-24 2026 report
accf.fr,1038,2026-05-24,Nameshift,.fr,short,1,4,DNJournal May 11-24 2026 report
Robot.ae,5000,2026-05-24,Dynadot,.ae,ai,1,5,DNJournal May 11-24 2026 report
Utopia.co,4335,2026-05-24,Dynadot,.co,brand,1,6,DNJournal May 11-24 2026 report
44.co.uk,3350,2026-05-24,DomainLore.uk,.co.uk,short,1,2,DNJournal May 11-24 2026 report
Invigorate.co.uk,1139,2026-05-24,DomainLore.uk,.co.uk,brand,1,10,DNJournal May 11-24 2026 report
Hobby.net,9999,2026-05-24,Sedo,.net,brand,1,5,DNJournal May 11-24 2026 report
SpeakOut.net,9888,2026-05-24,DomainMarket,.net,brand,1,8,DNJournal May 11-24 2026 report
ParkerCenter.net,9015,2026-05-24,NameJet,.net,brand,1,12,DNJournal May 11-24 2026 report
Lately.org,8795,2026-05-24,Sedo,.org,brand,1,6,DNJournal May 11-24 2026 report
ImReadyMovement.org,7750,2026-05-24,NameJet,.org,brand,1,15,DNJournal May 11-24 2026 report
USD.vip,7617,2026-05-24,Dynadot,.vip,short,1,3,DNJournal May 11-24 2026 report
PHA.net,7541,2026-05-24,Sedo,.net,short,1,3,DNJournal May 11-24 2026 report
MashShare.net,7313,2026-05-24,Dynadot,.net,brand,1,9,DNJournal May 11-24 2026 report
Tentables.net,7085,2026-05-24,NameJet,.net,brand,1,9,DNJournal May 11-24 2026 report
Bonaire.org,6950,2026-05-24,Sedo,.org,ai,1,7,DNJournal May 11-24 2026 report
Unternehmen.net,6349,2026-05-24,Sedo,.net,brand,1,11,DNJournal May 11-24 2026 report
ThankYou.org,5999,2026-05-24,Dynadot,.org,brand,1,8,DNJournal May 11-24 2026 report
And.net,5750,2026-05-24,NameJet,.net,short,1,3,DNJournal May 11-24 2026 report
RIFuture.org,5750,2026-05-24,SnapNames,.org,brand,1,8,DNJournal May 11-24 2026 report
onetrade.net,5516,2026-05-24,Sedo,.net,brand,1,8,DNJournal May 11-24 2026 report
ncadp.org,5099,2026-05-24,NameJet,.org,brand,1,5,DNJournal May 11-24 2026 report
cascades.net,5000,2026-05-24,Sedo,.net,brand,1,8,DNJournal May 11-24 2026 report
swing.finance,4988,2026-05-24,Sedo,.finance,brand,1,5,DNJournal May 11-24 2026 report
koton.net,4400,2026-05-24,Sedo,.net,brand,1,5,DNJournal May 11-24 2026 report
tbonline.info,4167,2026-05-24,NameJet,.info,brand,1,8,DNJournal May 11-24 2026 report
disabilityworld.org,4000,2026-05-24,Sedo,.org,brand,1,15,DNJournal May 11-24 2026 report
oasis.games,4000,2026-05-24,Sedo,.games,brand,1,5,DNJournal May 11-24 2026 report
race.art,3850,2026-05-24,GoDaddy,.art,short,1,4,DNJournal May 11-24 2026 report
donar.net,3800,2026-05-24,Sedo,.net,brand,1,5,DNJournal May 11-24 2026 report
deliresdencre.org,3650,2026-05-24,SnapNames,.org,brand,1,13,DNJournal May 11-24 2026 report
binghamton.org,3500,2026-05-24,Sedo,.org,brand,1,10,DNJournal May 11-24 2026 report
odas.net,3450,2026-05-24,Dynadot,.net,short,1,4,DNJournal May 11-24 2026 report
svs.org,3300,2026-05-24,NameJet,.org,short,1,3,DNJournal May 11-24 2026 report
redescuela.org,3211,2026-05-24,Dynadot,.org,brand,1,10,DNJournal May 11-24 2026 report
indigo.art,3105,2026-05-24,Spaceship,.art,brand,1,6,DNJournal May 11-24 2026 report
iros2024-abudhabi.org,3020,2026-05-24,NameJet,.org,brand,1,17,DNJournal May 11-24 2026 report
hack.now,3000,2026-05-24,Dynadot,.now,short,1,4,DNJournal May 11-24 2026 report
pbidde.org,2900,2026-05-24,SnapNames,.org,brand,1,6,DNJournal May 11-24 2026 report
tabernamadeira.net,2900,2026-05-24,SnapNames,.net,brand,1,14,DNJournal May 11-24 2026 report
memorable.org,2838,2026-05-24,NameJet,.org,brand,1,9,DNJournal May 11-24 2026 report
afscarizona.org,2701,2026-05-24,NameJet,.org,brand,1,11,DNJournal May 11-24 2026 report
iias.org,2700,2026-05-24,NameJet,.org,short,1,4,DNJournal May 11-24 2026 report
quell.org,2627,2026-05-24,NameJet,.org,brand,1,5,DNJournal May 11-24 2026 report
imolin.org,2611,2026-05-24,NameJet,.org,brand,1,6,DNJournal May 11-24 2026 report
iptracker.net,2499,2026-05-24,Sedo,.net,brand,1,9,DNJournal May 11-24 2026 report
themetro.org,2488,2026-05-24,Sedo,.org,brand,1,8,DNJournal May 11-24 2026 report
monarch.dev,2320,2026-05-24,Sedo,.dev,brand,1,7,DNJournal May 11-24 2026 report
hammer.art,2300,2026-05-24,United-Domains AG,.art,brand,1,6,DNJournal May 11-24 2026 report
jrsa.org,2260,2026-05-24,NameJet,.org,short,1,4,DNJournal May 11-24 2026 report
genders.org,2251,2026-05-24,NameJet,.org,brand,1,7,DNJournal May 11-24 2026 report
usaid.org,2251,2026-05-24,NameJet,.org,ai,1,5,DNJournal May 11-24 2026 report
ralph-abraham.org,2251,2026-05-24,SnapNames,.org,brand,1,13,DNJournal May 11-24 2026 report
worldeatingdisordersday.org,2250,2026-05-24,NameJet,.org,brand,1,23,DNJournal May 11-24 2026 report
isth2024.org,2161,2026-05-24,SnapNames,.org,brand,1,8,DNJournal May 11-24 2026 report
ahockeyworld.net,2150,2026-05-24,NameJet,.net,brand,1,12,DNJournal May 11-24 2026 report
howtocompost.org,2051,2026-05-24,NameJet,.org,brand,1,12,DNJournal May 11-24 2026 report
suspensionalquileres.org,2050,2026-05-24,NameJet,.org,brand,1,20,DNJournal May 11-24 2026 report
gehfm.org,2016,2026-05-24,SnapNames,.org,brand,1,5,DNJournal May 11-24 2026 report
nostr.space,1958,2026-05-24,Nameshift,.space,brand,1,5,DNJournal May 11-24 2026 report
